ParkID,PlotID,BurnUnit,MaxBurnYear,Season,Lat,Long,ObsYears,TreeID,Species,Status,CrownScorchPercent,MaxCharHt,gro.10,BA_comp,DBH,aVpd.pre.10,trnd.25,ad.25
YOSE,FPIPO1T0218,Soupbowl,2005,Summer,37.53,-119.63,5,Y218604,PIPO,0,75,1,2.74,606,36.1,0.6,0.12,0
YOSE,FPIPO1T0218,Soupbowl,2005,Summer,37.53,-119.63,5,Y218619,PIPO,0,75,1.5,1.91,223,39.7,0.6,-0.03,0
YOSE,FPIPO1T0218,Soupbowl,2005,Summer,37.53,-119.63,5,Y218632,PIPO,0,5,0.5,1.13,297,48.6,0.6,-0.02,0
YOSE,FPIPO1T0225,Soupbowl,2005,Summer,37.53,-119.63,5,Y225029,PIPO,0,35,1,0.36,910,17,0.6,-0.02,1
YOSE,FPIPO1T0225,Soupbowl,2005,Summer,37.53,-119.63,5,Y225280,PIPO,0,20,1.5,2.34,315,28.9,0.6,0.05,0
YOSE,FPIPO1T0225,Soupbowl,2005,Summer,37.53,-119.63,5,Y225281,PIPO,0,95,0.4,1.47,1119,19.8,0.6,-0.01,0
YOSE,FPIPO1T0225,Soupbowl,2005,Summer,37.53,-119.63,5,Y225282,PIPO,0,5,7,0.59,26,143.5,0.6,-0.01,0
YOSE,FPIPO1T0225,Soupbowl,2005,Summer,37.53,-119.63,5,Y225284,PIPO,0,1,7,1.52,57,103.5,0.6,-0.01,2
YOSE,FPIPO1T0225,Soupbowl,2005,Summer,37.53,-119.63,5,Y225292,PIPO,0,5,6.5,0.78,81,93.1,0.6,-0.02,1
YOSE,FPIPO1T0225,Soupbowl,2005,Summer,37.53,-119.63,5,Y225295,PIPO,0,95,0.5,0.39,457,27.7,0.6,-0.02,2
YOSE,FPIPO1T0225,Soupbowl,2005,Summer,37.53,-119.63,5,Y225296,PIPO,0,50,1,1.97,100,29.6,0.6,0.06,1
YOSE,FSEGI1T0801,Mariposa Grove,2008,Fall,37.5,-119.61,2,Y801517,PIPO,0,5,1,1.83,511,29.3,0.8,0.07,0
YOSE,FPIPO1T0910,PW-04,2011,Summer,37.8,-119.86,4,Y910113,PIPO,0,0,6,1.3,1411,29.5,1.2,0.01,3
YOSE,FPIPO1T0910,PW-04,2011,Summer,37.8,-119.86,4,Y910114,ABCO,1,7,8,1.58,718,42.8,1.2,0.02,0
YOSE,FPIPO1T0910,PW-04,2011,Summer,37.8,-119.86,4,Y910119,ABCO,1,100,7,0.93,1328,29.3,1.2,0.01,0
YOSE,FPIPO1T0910,PW-04,2011,Summer,37.8,-119.86,4,Y910130,ABCO,1,0,4,1.76,596,48.5,1.2,0.01,0
YOSE,FPIPO1T0910,PW-04,2011,Summer,37.8,-119.86,4,Y910133,ABCO,1,2,6,0.49,1066,32.7,1.2,0,1
YOSE,FPIPO1T0910,PW-04,2011,Summer,37.8,-119.86,4,Y910145,ABCO,0,1,8,1,594,40.3,1.2,-0.01,1
YOSE,FPIPO1T0910,PW-04,2011,Summer,37.8,-119.86,4,Y910332,ABCO,1,80,7,0.85,925,35.1,1.2,-0.05,2
YOSE,FPIPO1T0910,PW-04,2011,Summer,37.8,-119.86,4,Y910799,ABCO,1,95,6,0.41,1420,29.4,1.2,-0.01,1
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913144,PIPO,0,70,0.3,2.39,173,59.5,0.9,0.06,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913150,ABCO,0,0,7.4,3.34,285,52.6,0.9,0.06,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913152,ABCO,0,5,6.3,0.86,926,29.2,0.9,-0.01,1
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913165,PIPO,0,0,1.3,1.11,302,34.1,0.9,0,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913166,ABCO,0,2,0.5,4.54,194,52.1,0.9,0.06,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913168,ABCO,0,0,0.6,3.76,324,43.5,0.9,0.05,1
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913169,ABCO,0,0,0.8,0.46,1916,17.9,0.9,0,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913170,PIPO,0,0,2.3,1.61,234,54.8,0.9,0.01,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913173,ABCO,0,0,0.4,2.37,521,29,0.9,0.07,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913176,PIPO,0,0,1.7,0.73,840,32.3,0.9,0.01,2
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913177,ABCO,1,1,0.2,1.38,1107,21.8,0.9,0.01,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913178,ABCO,1,0,3.8,2.7,358,41.4,0.9,0.03,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913182,PIPO,0,0,0.1,0.48,245,50.1,0.9,-0.01,2
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913183,ABCO,0,0,0.1,2.61,569,30.4,0.9,0.08,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913185,ABCO,0,0,1.1,1.68,1135,27.8,0.9,0.02,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913189,ABCO,1,0,0.1,2.33,1081,33.7,0.9,0.05,1
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913190,ABCO,0,0,1.8,2.92,730,31,0.9,0.06,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913192,PIPO,1,0,0.9,1.3,318,64.3,0.9,0.04,0
YOSE,FPIPL1T0913,Hodgdon Rx,2012,Fall,37.8,-119.86,3,Y913197,ABCO,0,5,1.5,1.47,1065,30.1,0.9,0.03,1
YOSE,YOHOPIPO,PW-04,2007,Summer,37.8,-119.87,3,YYO2885,ABCO,0,0,0.5,1.05,3676,16.2,0.6,-0.02,0
YOSE,YOHOPIPO,PW-04,2007,Summer,37.8,-119.87,3,YYO2888,ABCO,0,0,0.3,1.18,5497,14.4,0.6,-0.01,1
YOSE,YOHOPIPO,PW-04,2007,Summer,37.8,-119.87,3,YYO5271,ABCO,0,30,0,2.26,3368,13.5,0.6,0.03,0
YOSE,YOHOPIPO,PW-04,2007,Summer,37.8,-119.87,3,YYO5619,PIPO,1,0,7.2,0.32,83,121.5,0.6,-0.02,0
YOSE,YOHOPIPO,PW-04,2007,Summer,37.8,-119.87,3,YYO6091,ABCO,0,30,1,0.91,4067,15.4,0.6,-0.01,0
ZION,FPIPO_02,East Mesa,2008,Summer,37.28,-112.9,2,Z020292,PIPO,0,85,2.5,0.2,693,24.3,1.6,-0.02,5
ZION,FPIPO_02,East Mesa,2008,Summer,37.28,-112.9,2,Z020297,PIPO,0,83,8,0.67,541,27.5,1.6,-0.04,2
ZION,FPIPO_02,East Mesa,2008,Summer,37.28,-112.9,2,Z020298,PIPO,0,99,5,0.29,2030,16.1,1.6,-0.04,1
ZION,FPIPO_02,East Mesa,2008,Summer,37.28,-112.9,2,Z020425,PIPO,0,85,6,0.63,276,41.2,1.6,-0.01,1
ZION,FPIPO_02,East Mesa,2008,Summer,37.28,-112.9,2,Z020453,PIPO,0,80,7,0.84,242,46.6,1.6,-0.07,4
ZION,FPIPO_04,East Mesa,1997,Spring,37.28,-112.9,5,Z040611,PIPO,0,50,7,1.7,35,40.7,0.6,-0.02,2
ZION,FPIPO_04,East Mesa,1997,Spring,37.28,-112.9,5,Z040614,PIPO,0,10,5,1.62,42,37.2,0.6,-0.03,1
ZION,FPIPO_04,East Mesa,1997,Spring,37.28,-112.9,5,Z040615,PIPO,0,90,4,1.75,720,15.6,0.6,0.03,2
ZION,FPIPO_04,East Mesa,1997,Spring,37.28,-112.9,5,Z040616,PIPO,0,5,2,1.83,21,52.2,0.6,0.01,2
ZION,FABCO_30,Blue Creek,2002,Spring,37.38,-113.03,5,Z302912,ABCO,1,20,2,1.31,28,64.7,0.6,-0.07,0
ZION,FABCO_30,Blue Creek,2002,Spring,37.38,-113.03,5,Z302916,ABCO,1,30,0,2.5,117,44.8,0.6,-0.11,1
ZION,FABCO_30,Blue Creek,2002,Spring,37.38,-113.03,5,Z302918,ABCO,0,10,1,2.12,90,36,0.6,-0.11,0
ZION,FABCO_30,Blue Creek,2002,Spring,37.38,-113.03,5,Z302919,ABCO,1,25,3,1.73,0,36.8,0.6,-0.07,1
ZION,FABCO_30,Blue Creek,2002,Spring,37.38,-113.03,5,Z302924,ABCO,1,98,14,2.08,0,47,0.6,-0.02,0
ZION,FABCO_30,Blue Creek,2002,Spring,37.38,-113.03,5,Z302925,ABCO,1,80,1,1.28,0,70.4,0.6,-0.04,1
ZION,FABCO_30,Blue Creek,2002,Spring,37.38,-113.03,5,Z302927,ABCO,0,10,1,2.48,100,34.2,0.6,-0.09,1
ZION,FABCO_30,Blue Creek,2002,Spring,37.38,-113.03,5,Z302929,ABCO,1,5,0.5,2.87,27,46.2,0.6,-0.05,1
ZION,FABCO_32,Blue Creek,2002,Spring,37.38,-113.03,5,Z322598,ABCO,1,90,21,2.79,0,45,0.7,-0.07,1
ZION,FABCO_32,Blue Creek,2002,Spring,37.38,-113.03,5,Z322645,ABCO,1,100,0,1.23,25,47.9,0.7,-0.07,1
ZION,FABCO_32,Blue Creek,2002,Spring,37.38,-113.03,5,Z322647,ABCO,1,100,8,0.93,0,52.9,0.7,-0.04,2
ZION,FABCO_32,Blue Creek,2002,Spring,37.38,-113.03,5,Z325789,ABCO,1,100,23,1.68,0,46.3,0.7,-0.07,1
ZION,FABCO_33,Blue Creek,2002,Spring,37.38,-113.03,6,Z332020,ABCO,0,10,0,1.63,61,43.8,0.7,-0.08,0
ZION,FABCO_33,Blue Creek,2002,Spring,37.38,-113.03,6,Z332048,ABCO,0,0,0.1,0.74,13,68.3,0.7,-0.04,2
ZION,FABCO_33,Blue Creek,2002,Spring,37.38,-113.03,6,Z332050,ABCO,0,5,0,1.98,386,17.4,0.7,-0.02,2
ZION,FPIPO_48,Clear Trap,2004,Fall,37.26,-112.91,5,Z483751,PIPO,1,100,20,1.26,0,55.2,1.2,-0.05,3
ZION,FPIPO_48,Clear Trap,2004,Fall,37.26,-112.91,5,Z483759,PIPO,1,100,18,0.87,0,61.2,1.2,-0.04,1
ZION,FPIPO_48,Clear Trap,2004,Fall,37.26,-112.91,5,Z483767,PIPO,1,100,19,1.03,0,52.2,1.2,-0.08,3
ZION,FPIPO_48,Clear Trap,2004,Fall,37.26,-112.91,5,Z483774,PIPO,1,100,18,1.36,0,42.3,1.2,-0.09,3
ZION,FPIPO_48,Clear Trap,2004,Fall,37.26,-112.91,5,Z483780,PIPO,1,100,28,1.17,0,49.9,1.2,-0.04,1
ZION,FPIPO_49,Clear Trap,2004,Fall,37.25,-112.92,5,Z493613,PIPO,0,65,5,1.58,27,46.1,1.2,-0.11,3
ZION,FPIPO_49,Clear Trap,2004,Fall,37.25,-112.92,5,Z493621,PIPO,1,100,10,0.66,39,38.7,1.2,-0.02,3
ZION,FPIPO_49,Clear Trap,2004,Fall,37.25,-112.92,5,Z493622,PIPO,0,100,8,1.67,0,36,1.2,-0.02,3
